passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
Panama,78,Erick Javier,,Davis Grajales,14390,1991-03-31,179,Defender,Panama,116364,left,E. Davis,17929
Morocco,73,Oualid,,El Hajjam,3789,1991-02-19,181,Defender,France,30320,right,O. El Hajjam,16216
Nigeria,69,Ikechukwu,,Ezenwa,16786,1988-10-16,185,Goalkeeper,Nigeria,125207,right,I. Ezenwa,16823
Morocco,70,Karim,,Achahbar,null,1996-01-03,182,Forward,France,260001,left,K. Achahbar,null
Panama,71,Adolfo Abdiel,,Machado,7944,1985-02-14,182,Defender,Panama,125848,right,A. Machado,17929
Costa Rica,76,Daniel,,Colindres Solera,null,1985-01-10,180,Forward,Costa Rica,125273,right,D. Colindres,16871
Costa Rica,75,Patrick Alberto,,Pemberton Bernard,16835,1982-04-24,178,Goalkeeper,Costa Rica,125282,right,P. Pemberton,16871
Saudi Arabia,61,Mohammed,,Al Burayk,16467,1992-09-15,173,Defender,Saudi Arabia,292954,right,Mohammed Al Burayk,16521
Senegal,85,Serigne Modou Kara,,Mbodji,3770,1989-11-22,192,Defender,Senegal,54315,right,K. Mbodji,19314
Peru,73,Nilson Evair,,Loyola Morales,15534,1994-10-26,175,Defender,Peru,325910,left,N. Loyola,15594
Albania,78,Orges,,Shehi,null,1977-09-25,182,Goalkeeper,Albania,64178,right,O. Shehi,null
Saudi Arabia,83,Ali,,Al Bulayhi,16467,1989-11-21,182,Defender,Saudi Arabia,398219,left,Ali Al Bulayhi,16521
Mali,68,N'Golo,,Kant\u00e9,1610,1991-03-29,168,Midfielder,France,31528,right,N. Kant\u00e9,4418
Morocco,80,Munir,,Mohand Mohamedi,683,1989-05-10,190,Goalkeeper,Spain,6509,right,Munir,16216
Albania,83,Alban,,Hoxha,8675,1987-11-23,188,Goalkeeper,Albania,64698,right,A. Hoxha,8731
Senegal,78,Moussa,,Konat\u00e9,3789,1993-04-03,181,Forward,Senegal,97582,right,M. Konat\u00e9,19314
Congo DR,76,Tanguy,,Ndomb\u00e8l\u00e9 Alvaro,3766,1996-12-28,181,Midfielder,France,294695,right,T. Ndomb\u00e8l\u00e9,4418
Turkey,78,Cenk,,Tosun,1623,1991-06-07,183,Forward,Germany,32636,right,C. Tosun,4687
Ireland Republic,87,Richard,,Keogh,1647,1986-08-11,188,Defender,England,8764,right,R. Keogh,8274
Northern Ireland,73,Craig,,Cathcart,1644,1989-02-06,188,Defender,Northern Ireland,9403,right,C. Cathcart,10962
Northern Ireland,71,Aaron ,,Hughes,8510,1979-11-08,183,Defender,Northern Ireland,11135,right,A. Hughes,10962
Austria,85,Kevin,,Wimmer,2455,1992-11-15,187,Defender,Austria,65254,left,K. Wimmer,9109
France,0,Michel Ndary,,Adopo,3713,2000-07-19,187,Midfielder,France,562846,right,M. Adopo,null
Italy,0,Emanuel,,Ercolano,22302,2002-10-15,0,Defender,Italy,560427,null,E. Ercolano,null
Albania,0,Luis,,Ndreu,3724,1999-05-20,0,Midfielder,Albania,540634,right,L. Ndreu,null
Italy,0,Samuel,,Pizzignacco,3724,2001-09-01,0,Goalkeeper,Italy,531691,right,S. Pizzignacco,null
Italy,79,Andrea,,Donadello,3724,2000-04-28,186,Defender,Italy,531687,right,A. Donadello,null
Italy,83,Giacomo,,Figliuzzi,3731,2000-11-12,184,Goalkeeper,Italy,530879,right,G. Figliuzzi,null
C\u00f4te d'Ivoire,0,Ben Lhassine,,Kone,3713,2000-03-14,0,Midfielder,C\u00f4te d'Ivoire,530642,left,B. Kone,null
Brazil,81,Gabriel,,Barbosa Avelino,23791,1999-03-17,193,Forward,Brazil,485450,right,Gabriel Barbosa,null
Italy,79,Aldo,,Caiazza,31268,1999-03-20,185,Defender,Italy,471252,right,A. Caiazza,null
Spain,80,Erick Steven,,Ferigra Burnham,3185,1999-02-07,188,Defender,Ecuador,471124,right,E. Ferigra,null
Italy,74,Alessio,,Miceli,3535,1999-08-31,179,Midfielder,Italy,423597,right,A. Miceli,null
Italy,0,Lorenzo,,Peli,3715,2000-01-24,0,Forward,Italy,422570,right,L. Peli,27928
Italy,0,Andrea,,Colpani,3715,1999-05-11,0,Midfielder,Italy,422555,left,A. Colpani,3764
Italy,0,Enrico,,Del Prato,3715,1999-11-10,0,Defender,Italy,422552,right,E. Del Prato,3764
Cameroon,0,Frank,,Tsadjout,26542,1999-07-28,0,Forward,Italy,422086,left,F. Tsadjout,null
Italy,0,Salvatore,,Elia,3252,1999-06-30,0,Forward,Italy,418317,right,S. Elia,null
Italy,0,Alessandro,,Fiordaliso,3230,1999-03-20,0,Defender,Italy,416011,right,A. Fiordaliso,null
Italy,68,Vincenzo,,Millico,3713,2000-08-12,173,Forward,Italy,401883,right,V. Millico,3761
Italy,0,Thomas,,Bolis,3183,1998-08-02,0,Midfielder,Italy,399181,right,T. Bolis,null
Italy,0,Luca,,Sparandeo,3219,1999-08-18,0,Defender,Italy,360778,left,L. Sparandeo,null
Italy,0,Emanuele,,Torrasi,26542,1999-03-16,180,Midfielder,Italy,354470,right,E. Torrasi,27928
Italy,80,Gabriel Alejandro,,Paletta,9142,1986-02-15,190,Defender,Argentina,20490,right,G. Paletta,null
Italy,77,Daniele,,Gastaldello,3167,1983-06-25,185,Defender,Italy,20610,right,D. Gastaldello,null
Cura\u00e7ao,69,Gregory,,van der Wiel,14995,1988-02-03,183,Defender,Netherlands,45,right,G. van der Wiel,null
Italy,78,Karamoko,,Ciss\u00e9,3194,1988-11-14,184,Forward,Guinea,21235,right,K. Ciss\u00e9,null
Italy,78,Marcello,,Gazzola,3160,1985-04-03,183,Defender,Italy,22152,right,M. Gazzola,null
Italy,73,Fabio Giovanni,,Ceravolo,3160,1987-03-05,180,Forward,Italy,22686,right,F. Ceravolo,null
Croatia,82,Duje,,\u010cop,690,1990-02-01,187,Forward,Croatia,69610,right,D. \u010cop,null
Spain,79,Alejandro Dami\u00e1n,,Gonz\u00e1lez Hern\u00e1ndez,12299,1988-03-23,184,Defender,Uruguay,116160,right,A. Gonz\u00e1lez,null
Italy,80,Daniele,,Gasparetto,3182,1988-04-06,195,Defender,Italy,21500,right,D. Gasparetto,null
Italy,75,Mirko,,Eramo,3404,1989-07-12,184,Midfielder,Italy,22565,right,M. Eramo,null
Italy,75,Domenico,,Maietta,3178,1982-08-03,184,Defender,Italy,21306,right,D. Maietta,null
Italy,78,Michele,,Cremonesi,3179,1988-04-15,183,Defender,Italy,21725,right,M. Cremonesi,null
Italy,76,Federico,,Melchiorri,3179,1987-01-06,185,Forward,Italy,145344,right,F. Melchiorri,null
Germany,77,Oliver,,Kragl,3222,1990-05-12,180,Midfielder,Germany,16922,left,O. Kragl,null
Italy,75,Michele,,Camporese,3222,1992-05-19,186,Defender,Italy,20925,right,M. Camporese,null
Cuba,80,Kristiano Samuel,,Armenteros Nunez Mendoza Jansson,8113,1990-05-27,181,Forward,Sweden,658,left,S. Armenteros,null
Belgium,85,No\u00eb,,Dussenne,5187,1992-04-07,191,Defender,Belgium,37959,right,N. Dussenne,null
Algeria,73,Saphir Sliti,,Ta\u00efder,8142,1992-02-29,180,Midfielder,France,20690,right,S. Ta\u00efder,16009
Portugal,90,Gabriel,,Vasconcelos Ferreira,3179,1992-09-27,193,Goalkeeper,Brazil,40820,right,Gabriel,null
Italy,82,Michele,,Rigione,3165,1991-03-07,185,Defender,Italy,21730,right,M. Rigione,null
Croatia,74,Petar,,Brlek,6433,1994-01-29,180,Midfielder,Croatia,69658,right,P. Brlek,null
Mali,87,Molla,,Wagu\u00e9,3163,1991-02-21,191,Defender,France,25885,right,M. Wagu\u00e9,19001
Italy,80,Luca,,Mora,3205,1988-05-10,183,Midfielder,Italy,22864,left,L. Mora,null
Italy,81,Gianluca,,Di Chiara,3219,1993-01-12,184,Defender,Italy,21578,left,G. Di Chiara,null
Italy,67,Luca,,Garritano,3311,1994-02-11,172,Midfielder,Italy,238832,right,L. Garritano,null
Italy,70,Davide,,Zappacosta,1610,1992-06-11,182,Defender,Italy,22889,right,D. Zappacosta,null
Italy,65,Amato,,Ciciretti,3160,1993-12-31,170,Forward,Italy,134484,left,A. Ciciretti,null
Italy,67,Mattia,,Aramu,3169,1995-05-14,180,Forward,Italy,134440,left,M. Aramu,null
Slovakia,68,D\u00e1vid,,Ivan,3231,1995-02-26,173,Midfielder,Slovakia,138402,right,D. Ivan,null
Italy,70,Mamadou Yaye,,Kanoute,3198,1993-10-07,174,Forward,Senegal,23124,right,M. Kanoute,null
Romania,80,George Alexandru,,Pu\u015fca\u015f,3171,1996-04-08,188,Forward,Romania,137161,right,G. Pu\u015fca\u015f,11944
Greece,85,Marios,,Oikonomou,12511,1992-10-06,189,Defender,Greece,93341,right,M. Oikonomou,null
Italy,72,Yussif Raman,,Chibsah,3254,1993-03-10,178,Midfielder,Ghana,220341,right,R. Chibsah,null
Poland,79,Pawe\u0142,,Bochniewicz,13512,1996-01-30,187,Defender,Poland,240039,left,P. Bochniewicz,13876
Sweden,79,Samuel,,Gustafson,3194,1995-01-11,186,Midfielder,Sweden,252473,right,S. Gustafson,null
Italy,75,Luca,,Vido,3179,1997-02-03,182,Forward,Italy,262384,right,L. Vido,3763
Netherlands,82,Wesley,,Hoedt,1619,1994-03-06,192,Defender,Netherlands,268776,left,W. Hoedt,null
Italy,77,Alessandro,,Bellemo,3309,1995-08-07,182,Midfielder,Italy,270034,right,A. Bellemo,null
Venezuela,83,Hermes Arist\u00f3teles,,Romero,3197,1995-10-18,186,Midfielder,Venezuela,293198,right,A. Romero,null
Italy,75,Fabio,,Della Giovanna,3282,1997-03-21,185,Defender,Italy,286219,left,F. Della Giovanna,null
France,76,Maxime,,Leverbe,3164,1997-02-15,188,Defender,France,298021,right,M. Leverbe,null
Bosnia-Herzegovina,73,\u0106azim,,Sulji\u0107,3291,1996-10-29,178,Midfielder,France,340085,right,C. Sulji\u0107,null
Portugal,67,Tiago Daniel,,Rodrigues Dias,9686,1998-05-04,175,Forward,Portugal,343273,left,Tiago Dias,9911
Slovenia,76,Vitja,,Valen\u010di\u010d,11953,1999-03-12,177,Midfielder,Slovenia,345817,right,V. Valen\u010di\u010d,null
Italy,0,Stefano,,Ciavattini,3170,1998-03-30,0,Defender,Italy,347014,right,S. Ciavattini,null
Italy,67,Andrea,,Marcucci,31889,1999-02-07,173,Midfielder,Italy,347019,right,A. Marcucci,3764
Italy,85,Gianluca,,Scamacca,23,1999-01-01,195,Forward,Italy,347024,right,G. Scamacca,3764
Romania,68,Ianis,,Hagi,11797,1998-10-22,178,Midfielder,Turkey,346551,left,I. Hagi,11950
Nigeria,72,Nura,,Abdullahi,3158,1997-08-17,180,Defender,Nigeria,350991,right,N. Abdullahi,null
Italy,74,Filippo,,Melegoni,3199,1999-02-18,186,Midfielder,Italy,351009,right,F. Melegoni,3764
Slovakia,73,\u0160imon,,\u0160tefanec,3195,1998-09-05,178,Midfielder,Slovakia,352717,right,S. \u0160tefanec,null
Slovakia,70,\u013dubom\u00edr,,Tupta,3194,1998-03-27,178,Forward,Slovakia,352722,right,\u013d. Tupta,14501
Lithuania,85,Titas,,Krapikas,3710,1999-01-03,195,Goalkeeper,Lithuania,352868,right,T. Krapikas,null
Norway,63,Rafik,,Zekhnini,16,1998-01-12,179,Forward,Norway,361214,right,R. Zekhnini,null
Serbia,80,Luka,,Markovi\u0107,26540,2000-02-19,186,Forward,Serbia,362013,right,L. Markovi\u0107,null
Italy,75,Simone,,Palombi,3168,1996-04-23,182,Forward,Italy,364640,right,S. Palombi,null
Bulgaria,78,Petko,,Hristov,3182,1999-03-01,191,Defender,Bulgaria,372079,right,P. Hristov,9404
Italy,84,Mattia,,Del Favero,63044,1998-06-05,190,Goalkeeper,Italy,375395,right,M. Del Favero,null
Italy,75,Fabrizio,,Brignani,3207,1998-01-13,192,Defender,Italy,392383,right,F. Brignani,null
Italy,75,Cristian,,Mutton,26379,1999-01-06,184,Forward,Italy,411313,right,C. Mutton,null
Croatia,78,Karlo,,Buti\u0107,3182,1998-08-21,187,Forward,Croatia,386656,left,K. Buti\u0107,null
Italy,92,Leonardo,,Marson,3304,1998-01-05,194,Goalkeeper,Italy,392384,left,L. Marson,null
Italy,78,Andrea,,Romagnoli,3414,1998-07-29,180,Goalkeeper,Italy,397237,right,A. Romagnoli,null
Belgium,80,Zinho,,Vanheusden,5083,1999-07-29,187,Defender,Belgium,399493,right,Z. Vanheusden,null
Montenegro,74,Ognjen,,Stijepovi\u0107,3164,1999-10-22,185,Forward,Montenegro,405880,left,O. Stijepovi\u0107,null
Nigeria,70,Michael,,Kingsley Dogo,3179,1999-08-26,176,Midfielder,Nigeria,403264,right,M. Kingsley,16826
Nigeria,72,Orji,,Okwonkwo,3166,1998-01-19,178,Forward,Nigeria,403272,right,O. Okwonkwo,null
Italy,78,Raoul,,Bellanova,26542,2000-05-16,185,Defender,Italy,405598,right,R. Bellanova,3764
Italy,78,Matteo,,Gabbia,3203,1999-10-21,188,Defender,Italy,405603,right,M. Gabbia,3764
Italy,80,Gabriele,,Gori,3222,1999-02-13,187,Forward,Italy,405607,left,G. Gori,null
Italy,74,Andrea,,Pinamonti,3254,1999-05-19,185,Forward,Italy,405608,right,A. Pinamonti,3764
Albania,0,Marash,,Kumbulla,3726,2000-02-08,185,Defender,Albania,404693,right,M. Kumbulla,8734
Slovakia,78,Filip,,Va\u0161ko,3724,1999-08-11,191,Defender,Slovakia,406132,right,F. Va\u0161ko,null
Slovakia,76,Michal,,Tomi\u010d,14368,1999-03-30,182,Defender,Slovakia,406142,right,M. Tomi\u010d,null
France,75,Andreaw Rayan,,Gravillon,3199,1998-02-08,188,Defender,Guadeloupe,412914,right,A. Gravillon,null
Belgium,72,Xian,,Emmers,3235,1999-07-20,178,Midfielder,Switzerland,412915,right,X. Emmers,null
Colombia,79,Juan Manuel,,Valencia Aponz\u00e1,3166,1998-06-20,185,Midfielder,Colombia,415687,right,J. Valencia,null
Italy,74,Domenico,,Coppola,3291,1999-01-29,193,Goalkeeper,Italy,423147,right,D. Coppola,null
Italy,75,Manuel,,Ferrini,39972,1998-06-25,188,Defender,Italy,432680,right,M. Ferrini,null
Italy,92,Leonardo,,Loria,26540,1999-03-28,195,Goalkeeper,Italy,443962,right,L. Loria,null
Italy,72,Ferdinando,,Del Sole,3199,1998-01-17,180,Forward,Italy,448299,left,F. Del Sole,null
C\u00f4te d'Ivoire,75,Emmanuel Delan Junior,,Latte Lath,3209,1999-01-02,180,Forward,C\u00f4te d'Ivoire,448332,right,E. Latte Lath,null
Italy,76,Federico,,Brancolini,3702,2001-07-14,184,Goalkeeper,Italy,456492,right,F. Brancolini,null
Italy,79,Giuseppe,,Cuomo,3197,1998-02-02,190,Defender,Italy,456565,right,G. Cuomo,null
Italy,69,Giovanni,,Volpicelli,3219,1999-09-24,175,Midfielder,Italy,461671,right,G. Volpicelli,null
Italy,88,Federico,,Ravaglia,3282,1999-11-11,196,Goalkeeper,Italy,471286,right,F. Ravaglia,null
Italy,80,Manuel,,De Luca,3244,1998-07-17,190,Forward,Italy,471300,right,M. De Luca,null
Macedonia FYR,0,Dejan,,Kulusevski,3715,2000-04-25,0,Forward,Sweden,472363,left,D. Kulusevski,7051
Italy,74,Lorenzo,,Valeau,3188,1999-03-05,180,Defender,Italy,475573,left,L. Valeau,null
Italy,75,Alessandro,,Guarnone,3502,1999-03-27,185,Goalkeeper,Italy,478229,right,A. Guarnone,null
Italy,60,Giuseppe,,Borello,3291,1999-04-28,167,Midfielder,Italy,483978,left,G. Borello,null
Brazil,67,Emanuel,,Vignato,3165,2000-08-24,175,Forward,Italy,485014,right,E. Vignato,27928
Italy,72,Alessio,,Donnarumma,3354,1998-02-16,174,Midfielder,Italy,485463,right,A. Donnarumma,null
Spain,0,Oliva Christian,,Rutjens,3465,1998-01-05,0,Defender,Spain,485464,right,Christian Rutjens,null
Italy,0,Vincenzo,,Pinto,24101,2000-10-31,0,Forward,Italy,486945,right,V. Pinto,null
Italy,79,Nicol\u00f2,,Zaniolo,3158,1999-07-02,190,Midfielder,Italy,487020,left,N. Zaniolo,3763
Italy,70,Gianluca,,Frabotta,3414,1999-06-24,176,Defender,Italy,489124,left,G. Frabotta,27928
Italy,80,Michele,,Cerofolini,3311,1999-01-04,188,Goalkeeper,Italy,490626,right,M. Cerofolini,3764
Italy,80,Alessandro,,Buongiorno,3435,1999-06-06,191,Defender,Italy,491451,left,A. Buongiorno,3764
Italy,63,Andrea,,Tessiore,3231,1999-10-01,177,Midfielder,Italy,492463,right,A. Tessiore,null
Portugal,62,Pedro,,Lomba Neto,3162,2000-03-09,172,Forward,Portugal,496823,left,Pedro Neto,9911
Italy,83,Flippo,,Pavoni,3221,1999-08-08,186,Goalkeeper,Italy,499834,right,F. Pavoni,null
Romania,78,Raul Marian,,Oprut,60557,1998-01-04,184,Defender,Romania,503199,left,R. Oprut,null
Italy,75,Giacomo,,Boccafoglia,3679,1998-12-01,180,Defender,Italy,503517,right,G. Boccafoglia,null
Italy,78,Riccardo,,Daga,3173,2000-01-13,192,Goalkeeper,Italy,507570,right,R. Daga,null
Hungary,78,Gergely,,Hutv\u00e1gner,3710,2000-07-01,192,Goalkeeper,Hungary,507578,left,G. Hutv\u00e1gner,null
Italy,82,Franck Alain,,Djoulou Zohoki,3713,1999-01-01,185,Forward,C\u00f4te d'Ivoire,507587,right,F. Djoulou,null
Italy,80,Marco,,Pissardo,23351,1998-01-08,185,Goalkeeper,Italy,511119,right,M. Pissardo,null
Colombia,72,Eddy Anthony,,Salcedo Mora,3721,2001-10-01,188,Forward,Italy,520774,right,E. Salcedo,null
Italy,70,Riccardo,,Sottil,3176,1999-06-03,180,Forward,Italy,523085,right,R. Sottil,3764
Italy,74,Luca,,Ranieri,3222,1999-04-23,185,Defender,Italy,523086,left,L. Ranieri,3764
Italy,68,Andrea,,Danzi,3194,1999-02-25,175,Midfielder,Italy,523089,right,A. Danzi,3764
Italy,64,Pasquale,,Giannotti,26410,1999-06-05,171,Midfielder,Italy,527518,right,P. Giannotti,null
Italy,0,Alessio,,Riccardi,31889,2001-04-03,0,Midfielder,Italy,529551,right,A. Riccardi,3761
Switzerland,80,Thomas,,Candeloro,6418,2000-05-29,195,Goalkeeper,Switzerland,531179,right,T. Candeloro,null
Italy,0,Devid Eugene,,Bouah,31889,2001-08-13,0,Defender,Italy,532436,right,D. Bouah,null
Ghana,81,Michael,,Scarf,3217,1999-05-10,187,Defender,Ghana,532651,left,M. Scarf,null
Italy,0,Manuel,,Lombardoni,3213,1998-12-19,0,Defender,Italy,535708,right,M. Lombardoni,null
Italy,0,Salvatore,,Esposito,26442,2000-10-07,0,Midfielder,Italy,535716,right,S. Esposito,null
Italy,0,Pio Francesco,,Russo,3275,1999-03-01,0,Midfielder,Italy,535738,right,P. Russo,null
Italy,0,Lorenzo,,Bruzzi,63189,2000-01-31,0,Goalkeeper,Italy,536520,left,L. Bruzzi,null
Denmark,0,Alexander,,Kert Molberg,39813,1999-02-26,0,Defender,Denmark,540613,right,A. Molberg,7714
Italy,69,Francesco,,Latella,3731,2000-01-27,182,Goalkeeper,Italy,544095,right,F. Latella,null
Italy,0,Nicol\u00f2,,Cabras,3700,2001-02-11,0,Goalkeeper,Italy,545472,right,N. Cabras,null
Italy,0,Luca,,Seri,26442,1999-12-09,0,Goalkeeper,Italy,546326,right,L. Seri,null
Italy,0,Luca,,Gagliano,3700,2000-07-14,0,Forward,Italy,546356,left,L. Gagliano,null
Italy,0,Riccardo,,Ladinetti,3700,2000-12-20,0,Midfielder,Italy,546357,right,R. Ladinetti,null
Italy,0,Manuel,,Gasparini,3724,2002-05-19,0,Goalkeeper,Italy,549982,,M. Gasparini,3759
England,83,Joe,,Hart,1646,1987-04-19,194,Goalkeeper,England,8301,right,J. Hart,null
Greece,84,Orestis,,Karnezis,3187,1985-07-11,190,Goalkeeper,Greece,92864,right,O. Karnezis,12678
Italy,81,Manolo,,Gabbiadini,1619,1991-11-26,186,Forward,Italy,20857,left,M. Gabbiadini,null
Spain,73,Gerard,,Deulofeu L\u00e1zaro,1644,1994-03-13,177,Forward,Spain,3348,right,Deulofeu,null
France,76,Mario,,Lemina,1619,1993-09-01,184,Midfielder,Gabon,29640,right,M. Lemina,19062
Italy,68,Luca,,Zanimacchia,63044,1998-07-19,178,Forward,Italy,447505,right,L. Zanimacchia,null
Spain,90,Fernando,,Llorente Torres,1624,1985-02-26,195,Forward,Spain,3424,right,Fernando Llorente,null
Germany,80,Lukas,,Podolski,12804,1985-06-04,180,Forward,Poland,15291,left,L. Podolski,null
Nigeria,86,Angelo,,Obinze Ogbonna,1633,1988-05-23,191,Defender,Italy,21100,left,A. Ogbonna,null
Greece,81,Jos\u00e9,,Holebas,1644,1984-06-27,185,Defender,Germany,92899,left,J. Holebas,null
Italy,70,Matteo,,Darmian,1611,1989-12-02,182,Defender,Italy,21095,right,M. Darmian,null
Belgium,78,Jean-Fran\u00e7ois,,Gillet,5083,1979-05-31,181,Goalkeeper,Belgium,20667,right,J. Gillet,null
Nigeria,90,Stefano,,Okaka Chuka,1644,1989-08-09,186,Forward,Italy,20505,right,S. Okaka,null
Uruguay,85,Miguel \u00c1ngel,,Britos Cabrera,1644,1985-07-17,188,Defender,Uruguay,21160,right,M. Britos,null
Italy,79,Matias Ezequiel,,Schelotto,1651,1989-05-23,187,Defender,Argentina,20855,right,E. Schelotto,null
Equatorial Guinea,75,Pedro ,,Mba Obiang Avomo,1633,1992-03-27,185,Midfielder,Spain,20620,right,Pedro Obiang,null
England,0,Kyle,,Taylor,1659,1999-08-28,0,Midfielder,England,515791,,K. Taylor,null
Netherlands,92,Maarten,,Stekelenburg,1623,1982-09-22,197,Goalkeeper,Netherlands,20428,right,M. Stekelenburg,null
Bosnia-Herzegovina,95,Zlatan,,Ibrahimovi\u0107,7847,1981-10-03,195,Forward,Sweden,20420,right,Z. Ibrahimovi\u0107,null
Ireland Republic,63,Aaron ,,Lennon,1646,1987-04-16,165,Midfielder,England,8284,right,A. Lennon,null
Ireland Republic,84,Peter,,Crouch,1639,1981-01-30,201,Forward,England,8747,right,P. Crouch,null
England,83,Wayne,,Rooney,7852,1985-10-24,176,Forward,England,7944,right,W. Rooney,null
England,68,Theo ,,Walcott,1623,1989-03-16,176,Forward,England,7879,right,T. Walcott,null
Czech Republic,90,Petr,,\u010cech,1609,1982-05-20,196,Goalkeeper,Czech Republic,7882,left,P. \u010cech,null
Ecuador,78,Luis Antonio,,Valencia Mosquera,1611,1985-08-04,181,Defender,Ecuador,7938,right,A. Valencia,15797
Spain,74,Francesc,,F\u00e0bregas i Soler,1610,1987-05-04,175,Midfielder,Spain,3350,right,F\u00e0bregas,null
Poland,87,Artur,,Boruc,1659,1980-02-20,193,Goalkeeper,Poland,20921,right,A. Boruc,null
Scotland,82,Charlie,,Adam,1639,1985-12-10,185,Midfielder,Scotland,7961,left,C. Adam,null
Morocco,87,Younes,,Kaboul,1644,1986-01-04,191,Defender,France,8272,right,Y. Kaboul,null
Germany,84,Uwe,,H\u00fcnemeier,2491,1986-01-09,189,Defender,Germany,15301,right,U. H\u00fcnemeier,null
France,71,Yohan,,Cabaye,16928,1986-01-14,174,Midfielder,France,7988,right,Y. Cabaye,null
Estonia,78,Ragnar,,Klavan,3173,1985-10-30,187,Defender,Estonia,74,left,R. Klavan,null
Morocco,76,Ibrahim,,Afellay,1639,1986-04-02,180,Midfielder,Netherlands,3343,right,I. Afellay,null
Brazil,91,Heurelho,,da Silva Gomes,1644,1981-02-15,191,Goalkeeper,Brazil,8266,right,Gomes,null
Suriname,84,Michel,,Vorm,1624,1983-10-20,184,Goalkeeper,Netherlands,77536,right,M. Vorm,null
Netherlands,86,Erik,,Pieters,1639,1988-08-07,182,Defender,Netherlands,107,left,E. Pieters,null
England,90,Ben,,Foster,1644,1983-04-03,193,Goalkeeper,England,8358,left,B. Foster,null
Jamaica,81,Adrian,,Mariappa,1644,1986-10-03,178,Defender,England,8889,right,A. Mariappa,null
Poland,83,Phil,,Jagielka,1623,1982-08-17,183,Defender,England,8245,right,P. Jagielka,null
England,70,Leighton,,Baines,1623,1984-12-11,170,Defender,England,8239,left,L. Baines,null
England,93,Robert,,Green,1610,1980-01-18,191,Goalkeeper,England,8544,right,R. Green,null
England,79,Gareth,,Barry,1627,1981-02-23,185,Midfielder,England,8314,left,G. Barry,null
Scotland,75,James ,,Morrison,1627,1986-05-25,180,Midfielder,England,8374,right,J. Morrison,null
Ireland Republic,66,Stephen ,,Ireland,1615,1986-08-22,173,Midfielder,Ireland Republic,8017,right,S. Ireland,null
England,70,James,,Milner,1612,1986-01-04,176,Midfielder,England,8319,right,J. Milner,null
England,86,Tom,,Heaton,1646,1986-04-15,188,Goalkeeper,England,77502,right,T. Heaton,null
Scotland,74,Darren ,,Fletcher,1639,1984-02-01,184,Midfielder,Scotland,7932,right,D. Fletcher,null
Jamaica,77,Wayne,,Routledge,10531,1985-01-07,170,Midfielder,England,77557,right,W. Routledge,null
St. Lucia,65,Jermain ,,Defoe,1659,1982-10-07,171,Forward,England,8296,right,J. Defoe,null
Spain,74,Pablo Javier,,Zabaleta Girod,1633,1985-01-16,174,Defender,Argentina,8313,right,P. Zabaleta,null
Spain,80,Claudio Andr\u00e9s,,Bravo Mu\u00f1oz,1625,1983-04-13,184,Goalkeeper,Chile,3662,right,C. Bravo,null
Chile,62,Alexis Alejandro,,S\u00e1nchez S\u00e1nchez,1611,1988-12-19,169,Forward,Chile,3361,right,A. S\u00e1nchez,12381
England,90,Gn\u00e9gn\u00e9ri Yaya,,Tour\u00e9,null,1983-05-13,189,Midfielder,C\u00f4te d'Ivoire,8324,right,Y. Tour\u00e9,null
Scotland,74,Phil,,Bardsley,1646,1985-06-28,180,Defender,England,8516,right,P. Bardsley,null
Jamaica,76,Daniel,,Sturridge,1612,1989-09-01,180,Forward,England,7907,left,D. Sturridge,null
Netherlands,84,Tim,,Krul,1626,1988-04-03,188,Goalkeeper,Netherlands,7976,left,T. Krul,null
England,93,Fraser,,Forster,1619,1988-03-17,201,Goalkeeper,England,61941,right,F. Forster,null
England,79,Andy,,Carroll,1633,1989-01-06,193,Forward,England,7970,left,A. Carroll,null
Ireland Republic,70,Mark,,Noble,1633,1987-05-08,180,Midfielder,England,8561,right,M. Noble,null
Switzerland,85,Eldin,,Jakupovic,1631,1984-10-02,191,Goalkeeper,Bosnia-Herzegovina,93084,right,E. Jakupovic,null
Ireland Republic,77,S\u00e9amus,,Coleman,1623,1988-10-11,177,Defender,Ireland Republic,8240,right,S. Coleman,8274
Suriname,74,Georginio,,Wijnaldum,1612,1990-11-11,175,Midfielder,Netherlands,116,right,G. Wijnaldum,664
Austria,89,Christian,,Fuchs,1631,1986-04-07,187,Defender,Austria,14853,left,C. Fuchs,null
Denmark,87,Winston ,,Reid,1633,1988-07-03,190,Defender,New Zealand,8553,right,W. Reid,10522
Denmark,79,Anders,,Lindegaard,1646,1984-04-13,193,Goalkeeper,Denmark,7912,right,A. Lindegaard,null
Scotland,64,Jamie,,Murphy,8509,1989-08-28,175,Midfielder,Scotland,62091,right,J. Murphy,null
Belgium,72,Steven,,Defour,1646,1988-04-15,175,Midfielder,Belgium,70092,right,S. Defour,null
France,91,Moussa,,Sissoko,1624,1989-08-16,187,Midfielder,France,25804,right,M. Sissoko,4418
France,74,Ga\u00ebtan,,Bong Songo,1651,1988-04-25,187,Defender,Cameroon,26495,left,G. Bong,null
Spain,73,Claudio Ariel,,Yacob,1642,1987-07-18,181,Midfielder,Argentina,86308,right,C. Yacob,null
England,73,Andrew,,Surman,1659,1986-08-20,178,Midfielder,South Africa,8351,left,A. Surman,null
